
60be2d9d6a90b5004d9d6a19;customer1@gmail.com;Nguyễn Ngọc Thanh Tùng;12/4/1999;5
60be2d9d6a90b5004d9d6a1a;customer2@gmail.com;Nguyễn Thanh Sơn;12/12/1997;5
60cabc8527a131004cceb549;customer3@gmail.com;Even Try;26/2/1998;5
60cabc8527a131004cceb54a;customer4@gmail.com;Live Equivalent;7/12/1999;5
60cabc8527a131004cceb54b;customer5@gmail.com;Nifty Neck;17/10/1993;5
60cabc8527a131004cceb54c;customer6@gmail.com;Silky Draw;25/1/1994;5
60cabc8527a131004cceb54d;customer7@gmail.com;Voluminous Link;16/9/1996;5
60cabc8527a131004cceb54e;customer8@gmail.com;Lasting Lock;8/12/1996;5
60cabc8527a131004cceb54f;customer9@gmail.com;Sophisticated Position;26/6/1994;5
60cabc8527a131004cceb550;customer10@gmail.com;Distant Cold;15/8/1998;5
60cabc8527a131004cceb551;customer11@gmail.com;Agitated Quantity;14/3/1991;5
60cabc8527a131004cceb552;customer12@gmail.com;Posh Farm;28/10/1997;5
60cabc8527a131004cceb553;customer13@gmail.com;Handmade Give;14/4/1998;5
60cabc8527a131004cceb554;customer14@gmail.com;Lavish Evidence;31/12/1999;5
60cabc8527a131004cceb555;customer15@gmail.com;Wilted Policy;17/3/1994;5
60cabc8527a131004cceb556;customer16@gmail.com;Pristine Fan;23/7/1995;5
60cabc8527a131004cceb557;customer17@gmail.com;Jubilant Influence;15/9/1995;5
60cabc8527a131004cceb558;customer18@gmail.com;Ordinary Charity;23/5/1999;5
60cabc8527a131004cceb559;customer19@gmail.com;Immaculate Negative;17/12/1996;5
